,$US,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,XLV,portfolioreturn,portfoliostandarddeviation,returnoverrisk
403,0.01,0.12,0.04,0.04,0.04,0.03,0.01,0.02,0.01,0.04,0.01,0.02,0.14,0.01,0.04,0.03,0.16,0.02,0.01,0.02,0.02,0.02,0.01,0.09,0.01,0.01,0.01,0.01,0.20865693794,0.00532175421675,39.2083003915
404,0.02,0.03,0.06,0.01,0.08,0.01,0.01,0.03,0.01,0.04,0.01,0.01,0.02,0.03,0.03,0.03,0.01,0.14,0.1,0.03,0.05,0.07,0.04,0.02,0.01,0.02,0.06,0.02,0.225048935735,0.00532341249615,42.2753141707
405,0.02,0.03,0.02,0.05,0.01,0.04,0.04,0.01,0.03,0.03,0.02,0.03,0.01,0.06,0.05,0.01,0.06,0.02,0.04,0.02,0.11,0.05,0.03,0.02,0.03,0.12,0.02,0.02,0.213667278599,0.00491905884292,43.4366177397
406,0.01,0.04,0.04,0.02,0.08,0.04,0.07,0.04,0.04,0.01,0.05,0.01,0.03,0.02,0.01,0.01,0.03,0.04,0.11,0.06,0.04,0.03,0.03,0.05,0.02,0.01,0.05,0.01,0.20513769914,0.00470120796013,43.635104186
407,0.07,0.04,0.01,0.01,0.01,0.05,0.01,0.08,0.02,0.02,0.01,0.01,0.01,0.07,0.05,0.1,0.03,0.03,0.03,0.02,0.15,0.02,0.03,0.06,0.02,0.02,0.01,0.01,0.211960035461,0.00487154871619,43.5097846311
408,0.03,0.01,0.01,0.01,0.01,0.03,0.07,0.02,0.1,0.01,0.04,0.01,0.01,0.06,0.09,0.02,0.01,0.02,0.06,0.04,0.07,0.09,0.02,0.02,0.07,0.03,0.01,0.03,0.217042329811,0.00465174602488,46.6582501817
409,0.01,0.02,0.02,0.05,0.01,0.04,0.03,0.01,0.01,0.11,0.11,0.05,0.02,0.04,0.01,0.05,0.01,0.04,0.01,0.01,0.03,0.07,0.04,0.04,0.04,0.04,0.01,0.07,0.210846530626,0.00404668959434,52.1034603002
410,0.01,0.02,0.04,0.04,0.01,0.12,0.01,0.03,0.02,0.02,0.05,0.02,0.02,0.03,0.02,0.05,0.03,0.04,0.03,0.01,0.03,0.05,0.11,0.07,0.02,0.03,0.06,0.01,0.209492423688,0.00472763255293,44.3123320906
411,0.02,0.02,0.05,0.06,0.05,0.08,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.08,0.09,0.12,0.01,0.03,0.09,0.01,0.01,0.02,0.03,0.01,0.177447282838,0.00518774024732,34.2051209927
412,0.01,0.05,0.04,0.05,0.01,0.07,0.04,0.01,0.04,0.03,0.02,0.02,0.01,0.02,0.01,0.09,0.03,0.06,0.05,0.01,0.09,0.04,0.09,0.04,0.01,0.03,0.02,0.01,0.191226809392,0.00491077934969,38.9402161602
413,0.02,0.01,0.03,0.04,0.01,0.01,0.01,0.07,0.04,0.02,0.04,0.02,0.01,0.06,0.07,0.02,0.07,0.03,0.03,0.01,0.01,0.17,0.1,0.02,0.01,0.03,0.03,0.01,0.266384671854,0.00486237767245,54.784858314
414,0.05,0.05,0.01,0.04,0.01,0.07,0.01,0.05,0.01,0.02,0.15,0.03,0.07,0.02,0.05,0.01,0.07,0.01,0.01,0.01,0.01,0.09,0.01,0.07,0.02,0.02,0.02,0.01,0.24595752058,0.00423635415388,58.0587721532
415,0.03,0.07,0.11,0.04,0.01,0.03,0.01,0.01,0.07,0.05,0.02,0.04,0.01,0.07,0.03,0.03,0.02,0.03,0.03,0.04,0.07,0.01,0.01,0.02,0.03,0.02,0.03,0.06,0.171020375918,0.00429688670529,39.8009972446
416,0.05,0.01,0.02,0.04,0.04,0.01,0.02,0.03,0.04,0.03,0.05,0.04,0.04,0.02,0.01,0.11,0.03,0.03,0.01,0.06,0.05,0.06,0.01,0.08,0.02,0.01,0.02,0.06,0.214778862774,0.00408238652568,52.6111041723
417,0.01,0.04,0.05,0.02,0.01,0.01,0.04,0.02,0.04,0.14,0.03,0.02,0.09,0.03,0.01,0.06,0.01,0.07,0.02,0.02,0.02,0.05,0.02,0.03,0.06,0.01,0.06,0.01,0.193771702174,0.00510411214329,37.9638410627
418,0.06,0.06,0.07,0.09,0.04,0.05,0.05,0.03,0.06,0.07,0.02,0.05,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.06,0.07,0.01,0.04,0.01,0.01,0.02,0.03,0.206774552385,0.00458477826192,45.1002296234
419,0.03,0.05,0.07,0.01,0.15,0.02,0.03,0.09,0.01,0.03,0.06,0.02,0.03,0.01,0.02,0.03,0.04,0.01,0.02,0.01,0.07,0.02,0.03,0.02,0.03,0.01,0.06,0.02,0.200968439429,0.00462542714972,43.448622781
420,0.02,0.05,0.03,0.03,0.04,0.05,0.03,0.03,0.08,0.08,0.01,0.01,0.07,0.02,0.04,0.05,0.04,0.01,0.04,0.05,0.03,0.02,0.03,0.01,0.04,0.07,0.01,0.01,0.189381566378,0.00506729575484,37.3733003835
421,0.01,0.01,0.03,0.02,0.08,0.05,0.01,0.07,0.03,0.01,0.01,0.03,0.07,0.02,0.01,0.01,0.05,0.01,0.01,0.04,0.2,0.05,0.03,0.01,0.02,0.01,0.08,0.02,0.207915477205,0.00484436321806,42.9190520706
422,0.26,0.06,0.03,0.01,0.01,0.06,0.02,0.06,0.02,0.02,0.02,0.01,0.02,0.01,0.04,0.05,0.04,0.01,0.04,0.06,0.01,0.03,0.02,0.05,0.01,0.01,0.01,0.01,0.172786024301,0.00543176609289,31.8102844169
423,0.02,0.02,0.06,0.05,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0.01,0.16,0.01,0.01,0.04,0.04,0.04,0.01,0.05,0.01,0.02,0.03,0.02,0.03,0.01,0.15,0.09,0.155671620545,0.00426628170273,36.4888283034
424,0.06,0.03,0.02,0.02,0.03,0.02,0.08,0.01,0.02,0.03,0.04,0.01,0.03,0.01,0.02,0.01,0.22,0.01,0.01,0.01,0.05,0.04,0.02,0.03,0.06,0.02,0.02,0.07,0.167243555908,0.00498501101045,33.5492851586
425,0.03,0.13,0.06,0.01,0.01,0.15,0.04,0.06,0.01,0.02,0.05,0.02,0.03,0.03,0.01,0.01,0.06,0.01,0.01,0.03,0.02,0.01,0.11,0.02,0.02,0.01,0.02,0.01,0.166146150361,0.0051923455588,31.9982844899
426,0.03,0.01,0.02,0.01,0.06,0.06,0.01,0.03,0.05,0.02,0.02,0.06,0.1,0.07,0.01,0.02,0.02,0.03,0.05,0.05,0.04,0.04,0.01,0.01,0.04,0.06,0.05,0.02,0.194574491561,0.00468012743316,41.574614012
427,0.02,0.12,0.01,0.02,0.01,0.08,0.02,0.01,0.03,0.05,0.01,0.03,0.01,0.03,0.02,0.01,0.03,0.05,0.1,0.01,0.04,0.03,0.02,0.04,0.05,0.03,0.1,0.02,0.196371126817,0.0051231142064,38.3304214792
428,0.01,0.02,0.02,0.03,0.02,0.01,0.06,0.01,0.01,0.04,0.03,0.02,0.04,0.03,0.04,0.01,0.02,0.01,0.01,0.02,0.02,0.08,0.07,0.05,0.08,0.18,0.02,0.04,0.228490592582,0.00510099062213,44.793376328
429,0.02,0.02,0.04,0.03,0.03,0.02,0.01,0.02,0.03,0.01,0.08,0.03,0.02,0.11,0.13,0.01,0.03,0.02,0.03,0.01,0.05,0.05,0.06,0.05,0.01,0.05,0.02,0.01,0.230255174359,0.00447906782779,51.4069407322
430,0.02,0.18,0.17,0.03,0.02,0.01,0.01,0.08,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.08,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.03,0.01,0.02,0.200409585443,0.00520112356861,38.531979254
431,0.04,0.01,0.08,0.1,0.13,0.01,0.02,0.01,0.03,0.01,0.05,0.04,0.03,0.09,0.01,0.02,0.02,0.01,0.03,0.03,0.02,0.02,0.01,0.1,0.01,0.01,0.03,0.03,0.198544140631,0.00420577534663,47.207500227
432,0.02,0.04,0.12,0.05,0.07,0.03,0.01,0.01,0.02,0.01,0.02,0.04,0.01,0.03,0.01,0.09,0.05,0.02,0.04,0.05,0.06,0.04,0.04,0.01,0.02,0.02,0.06,0.01,0.178691969218,0.00470546099265,37.9754437444
433,0.04,0.05,0.01,0.01,0.03,0.02,0.03,0.01,0.06,0.03,0.01,0.01,0.04,0.04,0.06,0.03,0.11,0.12,0.03,0.02,0.01,0.01,0.01,0.01,0.06,0.05,0.07,0.02,0.170848115204,0.00533990502007,31.9945981364
434,0.06,0.07,0.04,0.03,0.02,0.02,0.07,0.01,0.06,0.01,0.03,0.03,0.01,0.07,0.02,0.02,0.01,0.04,0.05,0.02,0.01,0.01,0.01,0.02,0.05,0.08,0.1,0.03,0.166549140168,0.00487738973641,34.1471871572
435,0.06,0.1,0.04,0.03,0.04,0.03,0.05,0.02,0.01,0.05,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.04,0.01,0.07,0.04,0.07,0.03,0.01,0.02,0.04,0.07,0.03,0.194321645718,0.00519313552559,37.418943673
436,0.01,0.03,0.03,0.1,0.02,0.09,0.09,0.06,0.02,0.01,0.01,0.02,0.01,0.05,0.01,0.02,0.04,0.01,0.02,0.05,0.05,0.05,0.04,0.02,0.04,0.04,0.04,0.02,0.184607149366,0.00474187952706,38.9312187946
437,0.03,0.03,0.07,0.01,0.03,0.01,0.04,0.08,0.06,0.06,0.13,0.01,0.06,0.01,0.01,0.01,0.08,0.02,0.02,0.04,0.01,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.209957470798,0.00424449011092,49.4658876124
438,0.02,0.03,0.11,0.01,0.05,0.01,0.08,0.09,0.01,0.01,0.08,0.01,0.03,0.01,0.07,0.05,0.01,0.01,0.02,0.02,0.01,0.03,0.02,0.11,0.02,0.05,0.01,0.02,0.2497499372,0.0044733217752,55.8309796949
439,0.02,0.03,0.07,0.01,0.03,0.07,0.02,0.02,0.01,0.03,0.03,0.01,0.03,0.1,0.04,0.04,0.01,0.04,0.03,0.05,0.05,0.05,0.05,0.04,0.02,0.06,0.01,0.03,0.212057577999,0.00478199486606,44.3450032756
440,0.01,0.05,0.02,0.02,0.02,0.03,0.02,0.02,0.06,0.06,0.01,0.02,0.03,0.01,0.04,0.03,0.05,0.03,0.04,0.1,0.02,0.02,0.01,0.06,0.03,0.07,0.03,0.09,0.20804354001,0.00438526610602,47.4414858712
441,0.03,0.05,0.03,0.02,0.08,0.04,0.02,0.02,0.03,0.04,0.04,0.02,0.02,0.02,0.04,0.03,0.04,0.06,0.05,0.03,0.03,0.03,0.08,0.03,0.04,0.03,0.02,0.03,0.187267309158,0.00474910927596,39.432091004
442,0.08,0.02,0.03,0.01,0.01,0.02,0.01,0.04,0.01,0.08,0.03,0.02,0.06,0.02,0.09,0.03,0.03,0.01,0.04,0.11,0.02,0.01,0.01,0.03,0.11,0.03,0.02,0.02,0.17142228447,0.00500152898043,34.2739760463
443,0.04,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.01,0.15,0.07,0.03,0.01,0.02,0.05,0.01,0.16,0.02,0.11,0.02,0.01,0.02,0.03,0.301277266104,0.00494617664752,60.9111415896
444,0.05,0.02,0.07,0.03,0.07,0.01,0.11,0.01,0.01,0.06,0.02,0.17,0.01,0.01,0.01,0.01,0.01,0.04,0.02,0.03,0.02,0.06,0.01,0.04,0.01,0.04,0.03,0.02,0.206824200808,0.00483444389385,42.7813840328
445,0.09,0.01,0.06,0.01,0.04,0.01,0.02,0.01,0.02,0.03,0.05,0.1,0.04,0.05,0.01,0.01,0.07,0.03,0.04,0.03,0.02,0.02,0.09,0.08,0.03,0.01,0.01,0.01,0.175575390091,0.00442834061103,39.6481222907
446,0.01,0.03,0.01,0.04,0.01,0.05,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.15,0.08,0.07,0.1,0.05,0.01,0.04,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.07,0.183086966961,0.00470446524687,38.9176999623
447,0.03,0.02,0.08,0.04,0.03,0.03,0.06,0.08,0.01,0.02,0.01,0.01,0.04,0.01,0.1,0.08,0.03,0.02,0.04,0.02,0.01,0.02,0.01,0.07,0.03,0.06,0.03,0.01,0.228875682006,0.00491401096398,46.5761439451
448,0.07,0.01,0.05,0.01,0.04,0.01,0.02,0.13,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.04,0.07,0.02,0.05,0.01,0.04,0.05,0.02,0.04,0.02,0.09,0.01,0.194249159643,0.00508815674709,38.1767247548
449,0.04,0.01,0.04,0.01,0.06,0.05,0.01,0.05,0.08,0.03,0.01,0.05,0.03,0.05,0.02,0.02,0.02,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.01,0.13,0.11,0.01,0.222745722597,0.00503579197075,44.2325107729
450,0.01,0.01,0.09,0.02,0.03,0.01,0.06,0.07,0.02,0.01,0.06,0.1,0.1,0.04,0.03,0.01,0.01,0.01,0.03,0.03,0.07,0.01,0.01,0.01,0.02,0.02,0.08,0.03,0.185710136051,0.0041581598543,44.661615368
451,0.01,0.02,0.01,0.04,0.01,0.01,0.04,0.1,0.05,0.02,0.12,0.01,0.01,0.15,0.04,0.01,0.01,0.1,0.02,0.08,0.01,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.199416169977,0.00482469724422,41.3323696562
452,0.04,0.01,0.01,0.02,0.02,0.04,0.06,0.09,0.04,0.04,0.04,0.03,0.06,0.03,0.05,0.01,0.08,0.09,0.01,0.05,0.07,0.01,0.01,0.04,0.01,0.01,0.01,0.02,0.203276899951,0.00477138676682,42.60331637
453,0.06,0.04,0.05,0.02,0.02,0.06,0.02,0.01,0.02,0.01,0.12,0.05,0.05,0.03,0.01,0.04,0.1,0.03,0.06,0.04,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.04,0.183420996967,0.00420228779044,43.6478904143
454,0.07,0.06,0.03,0.02,0.03,0.07,0.09,0.05,0.01,0.05,0.11,0.01,0.02,0.02,0.03,0.05,0.01,0.03,0.02,0.05,0.03,0.01,0.01,0.03,0.03,0.01,0.04,0.01,0.179052845219,0.00468679679763,38.2036714946
455,0.01,0.04,0.03,0.02,0.03,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.08,0.07,0.1,0.05,0.01,0.03,0.01,0.01,0.04,0.05,0.08,0.06,0.03,0.05,0.03,0.02,0.217898952639,0.00472035221851,46.1615876426
456,0.04,0.06,0.01,0.01,0.03,0.02,0.04,0.01,0.01,0.01,0.05,0.24,0.01,0.01,0.03,0.07,0.09,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.1,0.01,0.03,0.188809124101,0.00461684862615,40.8956713528
457,0.04,0.04,0.01,0.07,0.14,0.1,0.03,0.01,0.01,0.02,0.01,0.02,0.04,0.01,0.01,0.03,0.02,0.01,0.13,0.02,0.03,0.05,0.09,0.01,0.01,0.02,0.01,0.01,0.187327761588,0.00520265251838,36.0062027832
458,0.01,0.09,0.05,0.02,0.02,0.02,0.02,0.02,0.07,0.04,0.03,0.01,0.04,0.04,0.01,0.01,0.02,0.04,0.04,0.01,0.03,0.16,0.04,0.09,0.02,0.01,0.03,0.01,0.276441902203,0.0049267529846,56.1103637766
459,0.08,0.02,0.02,0.03,0.05,0.05,0.05,0.02,0.01,0.06,0.02,0.02,0.06,0.05,0.02,0.07,0.02,0.02,0.03,0.02,0.01,0.04,0.06,0.03,0.05,0.06,0.01,0.02,0.178717987121,0.00497500962132,35.9231440188
460,0.01,0.03,0.09,0.09,0.01,0.04,0.04,0.06,0.01,0.02,0.04,0.01,0.01,0.02,0.07,0.03,0.01,0.01,0.02,0.01,0.14,0.08,0.06,0.01,0.04,0.01,0.01,0.02,0.209761381133,0.0046166585643,45.4357579645
461,0.1,0.04,0.09,0.04,0.05,0.01,0.01,0.04,0.04,0.03,0.04,0.03,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.03,0.07,0.04,0.05,0.03,0.05,0.01,0.171884640375,0.00474598236462,36.2168729611
462,0.03,0.01,0.01,0.01,0.02,0.02,0.01,0.06,0.02,0.03,0.02,0.01,0.04,0.06,0.04,0.04,0.12,0.01,0.01,0.06,0.06,0.01,0.07,0.07,0.07,0.02,0.03,0.04,0.18186062138,0.00453514057723,40.100327274
463,0.05,0.01,0.07,0.05,0.01,0.01,0.02,0.01,0.02,0.04,0.02,0.03,0.09,0.03,0.08,0.04,0.06,0.08,0.03,0.01,0.02,0.01,0.07,0.02,0.03,0.02,0.04,0.03,0.163890973925,0.00473605149566,34.6049814018
464,0.02,0.04,0.02,0.05,0.03,0.04,0.1,0.04,0.03,0.01,0.03,0.03,0.01,0.05,0.04,0.02,0.01,0.03,0.04,0.03,0.01,0.01,0.02,0.07,0.08,0.04,0.01,0.09,0.18000443233,0.00409685218138,43.9372533742
465,0.01,0.01,0.04,0.01,0.09,0.08,0.01,0.01,0.07,0.01,0.01,0.01,0.05,0.02,0.05,0.01,0.02,0.11,0.02,0.06,0.01,0.12,0.07,0.06,0.01,0.01,0.01,0.01,0.250133914256,0.00521762096318,47.9402233357
466,0.01,0.03,0.11,0.04,0.05,0.02,0.01,0.04,0.08,0.07,0.03,0.09,0.02,0.03,0.02,0.01,0.01,0.02,0.03,0.04,0.02,0.03,0.04,0.01,0.01,0.09,0.03,0.01,0.205995876548,0.00468754911356,43.9453265571
467,0.01,0.04,0.05,0.05,0.03,0.02,0.03,0.03,0.02,0.03,0.01,0.06,0.07,0.05,0.02,0.01,0.05,0.01,0.03,0.06,0.03,0.01,0.04,0.01,0.01,0.13,0.02,0.07,0.187351709984,0.00447865861336,41.8321033502
468,0.06,0.04,0.07,0.01,0.03,0.02,0.08,0.01,0.04,0.01,0.01,0.08,0.01,0.01,0.12,0.03,0.01,0.07,0.01,0.07,0.01,0.01,0.04,0.02,0.01,0.04,0.01,0.07,0.180346431255,0.00460428846533,39.1692294287
469,0.02,0.01,0.04,0.1,0.03,0.02,0.06,0.01,0.03,0.02,0.06,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.11,0.04,0.08,0.01,0.05,0.04,0.06,0.01,0.06,0.210552155143,0.00427406346112,49.2627582764
470,0.04,0.07,0.01,0.01,0.01,0.01,0.02,0.06,0.06,0.04,0.08,0.01,0.02,0.08,0.04,0.08,0.01,0.01,0.02,0.04,0.02,0.04,0.01,0.04,0.05,0.02,0.09,0.01,0.202297272828,0.00458124480996,44.1577084874
471,0.05,0.01,0.02,0.01,0.04,0.05,0.12,0.08,0.01,0.01,0.01,0.01,0.1,0.03,0.06,0.03,0.03,0.01,0.03,0.07,0.01,0.01,0.01,0.05,0.02,0.04,0.06,0.02,0.198670581592,0.00484820941743,40.9781353251
472,0.04,0.05,0.05,0.01,0.04,0.07,0.05,0.01,0.03,0.03,0.04,0.01,0.01,0.12,0.02,0.02,0.03,0.01,0.03,0.05,0.1,0.02,0.04,0.01,0.02,0.03,0.03,0.03,0.171286770977,0.00470456799157,36.4086078219
473,0.07,0.01,0.03,0.03,0.03,0.03,0.01,0.01,0.11,0.01,0.01,0.02,0.09,0.08,0.01,0.03,0.08,0.03,0.07,0.02,0.02,0.03,0.01,0.05,0.02,0.07,0.01,0.01,0.194567830686,0.00488630453151,39.8190144374
474,0.02,0.01,0.01,0.01,0.06,0.1,0.01,0.03,0.08,0.08,0.01,0.02,0.02,0.04,0.03,0.05,0.01,0.04,0.02,0.01,0.04,0.05,0.08,0.02,0.08,0.02,0.01,0.04,0.187013085149,0.00480426783647,38.9264486316
475,0.02,0.01,0.13,0.02,0.01,0.05,0.02,0.01,0.03,0.03,0.02,0.04,0.03,0.01,0.02,0.01,0.03,0.03,0.07,0.09,0.02,0.14,0.01,0.02,0.04,0.01,0.07,0.01,0.236348074766,0.00492192682714,48.0194206591
476,0.03,0.07,0.02,0.04,0.02,0.11,0.03,0.04,0.08,0.04,0.02,0.08,0.02,0.02,0.05,0.02,0.02,0.01,0.05,0.01,0.01,0.04,0.06,0.02,0.04,0.01,0.01,0.03,0.189279577377,0.00466466945357,40.5772754662
477,0.05,0.01,0.07,0.07,0.03,0.02,0.11,0.04,0.03,0.07,0.01,0.04,0.02,0.02,0.03,0.02,0.02,0.08,0.01,0.05,0.04,0.01,0.01,0.01,0.05,0.04,0.01,0.03,0.16199485081,0.00503304559876,32.1862473986
478,0.08,0.04,0.01,0.1,0.02,0.05,0.03,0.02,0.02,0.01,0.01,0.09,0.05,0.03,0.02,0.05,0.02,0.07,0.04,0.01,0.03,0.01,0.04,0.01,0.08,0.03,0.02,0.01,0.137249885887,0.00490130774417,28.002707247
479,0.1,0.01,0.01,0.01,0.02,0.04,0.02,0.06,0.02,0.13,0.04,0.05,0.03,0.06,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.03,0.03,0.01,0.03,0.01,0.249251124018,0.00498401681505,50.0100889037
480,0.05,0.06,0.02,0.05,0.11,0.15,0.01,0.01,0.02,0.01,0.02,0.02,0.04,0.02,0.03,0.03,0.05,0.01,0.03,0.05,0.02,0.02,0.01,0.03,0.03,0.05,0.01,0.04,0.186877923967,0.00494500246622,37.7912701245
481,0.01,0.11,0.01,0.03,0.04,0.03,0.05,0.03,0.04,0.08,0.01,0.01,0.1,0.02,0.01,0.03,0.02,0.01,0.02,0.02,0.04,0.04,0.01,0.01,0.08,0.01,0.02,0.11,0.170330407357,0.00434060262649,39.2411888426
482,0.01,0.02,0.08,0.1,0.04,0.02,0.03,0.02,0.08,0.03,0.05,0.04,0.02,0.01,0.02,0.05,0.02,0.03,0.05,0.04,0.05,0.02,0.01,0.01,0.05,0.04,0.02,0.04,0.17057686029,0.00425354782858,40.1022551443
483,0.02,0.01,0.04,0.04,0.06,0.06,0.01,0.04,0.01,0.12,0.02,0.03,0.03,0.02,0.03,0.02,0.15,0.01,0.02,0.02,0.01,0.01,0.01,0.05,0.01,0.07,0.06,0.02,0.213943104806,0.00511055791446,41.8629645505
484,0.08,0.06,0.01,0.03,0.01,0.06,0.01,0.01,0.01,0.01,0.02,0.07,0.01,0.02,0.03,0.06,0.02,0.04,0.04,0.12,0.03,0.02,0.04,0.04,0.03,0.09,0.01,0.02,0.18362037463,0.00506935353156,36.2216549875
485,0.04,0.09,0.01,0.03,0.01,0.03,0.12,0.08,0.02,0.02,0.02,0.01,0.08,0.01,0.02,0.03,0.03,0.04,0.03,0.04,0.05,0.05,0.05,0.01,0.02,0.01,0.04,0.01,0.186716386729,0.00519202895576,35.9621235398
486,0.09,0.01,0.03,0.04,0.03,0.05,0.01,0.03,0.05,0.03,0.07,0.02,0.04,0.02,0.01,0.04,0.06,0.04,0.02,0.08,0.01,0.03,0.04,0.01,0.03,0.03,0.06,0.02,0.165190002064,0.0046101774658,35.831592881
487,0.03,0.07,0.06,0.01,0.01,0.02,0.02,0.08,0.01,0.06,0.02,0.01,0.1,0.02,0.01,0.04,0.02,0.05,0.12,0.07,0.03,0.02,0.02,0.01,0.01,0.02,0.05,0.01,0.198689076273,0.00512147071953,38.7953162585
488,0.02,0.02,0.03,0.02,0.02,0.02,0.06,0.03,0.14,0.02,0.01,0.04,0.07,0.01,0.04,0.02,0.03,0.07,0.03,0.09,0.02,0.03,0.03,0.02,0.05,0.01,0.01,0.04,0.173901948097,0.00467895556272,37.166830453
489,0.03,0.15,0.03,0.05,0.01,0.06,0.03,0.03,0.02,0.03,0.04,0.01,0.01,0.03,0.02,0.12,0.01,0.01,0.05,0.04,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.08,0.169404631219,0.00453183905182,37.3809902078
490,0.05,0.02,0.01,0.01,0.04,0.07,0.07,0.02,0.01,0.01,0.03,0.03,0.1,0.14,0.01,0.09,0.04,0.01,0.05,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.03,0.01,0.165780415516,0.00497057712583,33.3523474878
491,0.06,0.02,0.06,0.04,0.04,0.01,0.02,0.06,0.02,0.04,0.02,0.03,0.02,0.08,0.03,0.02,0.02,0.05,0.01,0.07,0.04,0.01,0.01,0.07,0.03,0.09,0.01,0.02,0.208484782359,0.00487500355476,42.7660780175
492,0.06,0.01,0.12,0.02,0.01,0.11,0.01,0.03,0.01,0.02,0.06,0.01,0.05,0.01,0.01,0.05,0.05,0.02,0.06,0.06,0.01,0.03,0.02,0.06,0.06,0.01,0.01,0.02,0.1869796253,0.0046659590824,40.073138662
493,0.01,0.04,0.01,0.04,0.06,0.06,0.01,0.06,0.02,0.07,0.03,0.02,0.02,0.01,0.02,0.09,0.03,0.01,0.01,0.06,0.02,0.03,0.01,0.01,0.11,0.12,0.01,0.01,0.195233200113,0.00519738436531,37.5637409878
494,0.01,0.08,0.02,0.03,0.05,0.06,0.02,0.01,0.01,0.01,0.02,0.01,0.04,0.01,0.01,0.14,0.03,0.09,0.02,0.04,0.01,0.01,0.03,0.15,0.01,0.04,0.01,0.03,0.22552332464,0.00504930037906,44.6642718217
495,0.07,0.02,0.03,0.01,0.02,0.04,0.07,0.03,0.1,0.02,0.03,0.03,0.01,0.01,0.05,0.03,0.07,0.06,0.04,0.05,0.05,0.01,0.02,0.02,0.06,0.02,0.01,0.02,0.165410634276,0.00483252362023,34.2286240637
496,0.03,0.01,0.03,0.01,0.01,0.05,0.08,0.04,0.11,0.04,0.01,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.07,0.06,0.07,0.07,0.01,0.01,0.02,0.01,0.215616364948,0.00459860139602,46.8873786571
497,0.04,0.04,0.02,0.04,0.01,0.18,0.02,0.02,0.01,0.04,0.05,0.03,0.03,0.03,0.05,0.06,0.03,0.06,0.01,0.01,0.05,0.01,0.02,0.01,0.01,0.01,0.1,0.01,0.17987571826,0.00519747155344,34.6083122169
498,0.01,0.08,0.02,0.03,0.04,0.04,0.02,0.06,0.01,0.01,0.02,0.07,0.01,0.07,0.01,0.02,0.02,0.06,0.06,0.05,0.03,0.01,0.03,0.06,0.09,0.04,0.01,0.02,0.186280278711,0.00476891246201,39.0613751446
499,0.05,0.09,0.01,0.03,0.01,0.01,0.02,0.11,0.01,0.11,0.03,0.04,0.01,0.01,0.04,0.01,0.01,0.04,0.07,0.03,0.04,0.02,0.05,0.02,0.03,0.02,0.05,0.03,0.204367460266,0.004965919732,41.1539999225
500,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.194543830958,0.00445845279478,43.634830268
