,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,USD,XLV,portfolioreturn,portfoliostandarddeviation,returnoverrisk
404,0.02,0.14,0.03,0.02,0.04,0.03,0.02,0.13,0.23,0.02,0.01,0.04,0.01,0.03,0.05,0.01,0.06,0.01,0.02,0.07,0.39,0.01,0.11,0.03,0.24,0.04,0.07,0.12,0.654768114403,0.00952464719975,68.7446055136
405,0.12,0.01,0.06,0.03,0.43,0.04,0.07,0.09,0.07,0.03,0.04,0.18,0.03,0.02,0.12,0.08,0.04,0.01,0.12,0.01,0.04,0.01,0.02,0.1,0.13,0.04,0.02,0.04,0.37697334337,0.0100722160351,37.427051014
406,0.01,0.07,0.02,0.11,0.11,0.17,0.02,0.01,0.09,0.02,0.06,0.1,0.14,0.03,0.05,0.13,0.11,0.07,0.01,0.04,0.06,0.01,0.1,0.08,0.11,0.05,0.01,0.21,0.400654740772,0.00801829951793,49.9675448487
407,0.02,0.15,0.02,0.1,0.05,0.04,0.08,0.01,0.05,0.02,0.02,0.01,0.1,0.04,0.21,0.01,0.11,0.02,0.14,0.06,0.19,0.24,0.06,0.1,0.05,0.02,0.04,0.04,0.43036512431,0.010177844703,42.2845049093
408,0.12,0.02,0.05,0.14,0.04,0.14,0.13,0.12,0.03,0.05,0.11,0.1,0.03,0.16,0.03,0.02,0.02,0.05,0.11,0.11,0.09,0.02,0.08,0.07,0.04,0.04,0.07,0.01,0.474428904309,0.0109740689503,43.2318136924
409,0.01,0.02,0.07,0.07,0.09,0.03,0.06,0.05,0.02,0.16,0.08,0.01,0.04,0.06,0.14,0.02,0.12,0.11,0.05,0.01,0.15,0.19,0.11,0.01,0.01,0.06,0.12,0.13,0.49112082987,0.00925742247507,53.0515736095
410,0.07,0.11,0.1,0.08,0.03,0.01,0.04,0.16,0.05,0.03,0.08,0.01,0.02,0.06,0.01,0.22,0.13,0.09,0.06,0.1,0.01,0.24,0.01,0.02,0.11,0.08,0.02,0.05,0.340543371517,0.0115223639065,29.5549918645
411,0.07,0.03,0.01,0.02,0.01,0.03,0.08,0.12,0.09,0.01,0.09,0.02,0.09,0.16,0.24,0.06,0.06,0.06,0.02,0.03,0.05,0.03,0.19,0.01,0.22,0.03,0.12,0.05,0.561048838701,0.0106156508725,52.8511012127
412,0.13,0.06,0.01,0.02,0.21,0.03,0.02,0.14,0.11,0.06,0.12,0.11,0.03,0.17,0.09,0.04,0.02,0.05,0.01,0.06,0.07,0.05,0.16,0.03,0.03,0.06,0.07,0.04,0.492356997852,0.0107440094498,45.8261880865
413,0.08,0.01,0.27,0.06,0.05,0.07,0.01,0.08,0.17,0.05,0.03,0.01,0.01,0.05,0.01,0.04,0.3,0.03,0.02,0.04,0.11,0.12,0.01,0.07,0.08,0.04,0.01,0.17,0.360987879745,0.0102403515414,35.2515124393
414,0.04,0.09,0.01,0.02,0.08,0.22,0.02,0.02,0.01,0.04,0.01,0.03,0.05,0.15,0.01,0.01,0.08,0.28,0.04,0.04,0.08,0.26,0.03,0.01,0.16,0.09,0.03,0.09,0.413864606015,0.0109066545257,37.9460635742
415,0.02,0.05,0.01,0.03,0.08,0.12,0.08,0.06,0.02,0.11,0.03,0.09,0.12,0.08,0.07,0.01,0.04,0.38,0.06,0.03,0.25,0.02,0.04,0.09,0.06,0.02,0.02,0.01,0.516967483022,0.0110113037386,46.9487987338
416,0.01,0.14,0.12,0.06,0.03,0.17,0.03,0.19,0.12,0.01,0.01,0.08,0.18,0.04,0.03,0.09,0.09,0.06,0.02,0.17,0.11,0.01,0.11,0.03,0.02,0.01,0.03,0.03,0.432075450607,0.0101951273855,42.3805838093
417,0.05,0.03,0.09,0.03,0.22,0.06,0.02,0.14,0.05,0.04,0.09,0.01,0.07,0.06,0.04,0.09,0.08,0.05,0.07,0.12,0.03,0.03,0.34,0.02,0.1,0.04,0.01,0.02,0.503133513926,0.0106470872862,47.255507577
418,0.09,0.02,0.07,0.01,0.11,0.05,0.29,0.06,0.01,0.03,0.02,0.11,0.09,0.07,0.05,0.11,0.13,0.05,0.14,0.05,0.04,0.06,0.03,0.11,0.07,0.01,0.08,0.04,0.433118484233,0.0106142834047,40.8052496544
419,0.07,0.18,0.03,0.09,0.03,0.05,0.11,0.08,0.06,0.13,0.01,0.28,0.12,0.07,0.02,0.04,0.06,0.01,0.09,0.02,0.01,0.07,0.03,0.07,0.09,0.07,0.03,0.08,0.371597142117,0.00951470383984,39.0550403221
420,0.12,0.02,0.05,0.05,0.04,0.02,0.01,0.05,0.02,0.14,0.14,0.01,0.01,0.09,0.1,0.1,0.26,0.02,0.08,0.12,0.03,0.02,0.02,0.16,0.04,0.03,0.11,0.14,0.379818585475,0.0102344693588,37.1117028308
421,0.11,0.06,0.02,0.16,0.09,0.01,0.21,0.08,0.03,0.01,0.11,0.05,0.01,0.06,0.14,0.07,0.02,0.1,0.18,0.09,0.06,0.02,0.06,0.04,0.12,0.01,0.02,0.06,0.466691052745,0.0111231492506,41.9567374517
422,0.08,0.04,0.07,0.02,0.06,0.02,0.06,0.02,0.01,0.01,0.05,0.01,0.15,0.04,0.02,0.12,0.07,0.07,0.01,0.09,0.18,0.16,0.21,0.02,0.2,0.01,0.13,0.07,0.574538526083,0.0105597445216,54.4083736979
423,0.19,0.06,0.08,0.06,0.29,0.04,0.01,0.02,0.01,0.1,0.03,0.05,0.09,0.05,0.01,0.15,0.05,0.13,0.06,0.03,0.01,0.14,0.01,0.06,0.02,0.08,0.13,0.04,0.368471119779,0.0118913526576,30.9864765086
424,0.05,0.05,0.12,0.1,0.01,0.03,0.04,0.02,0.08,0.04,0.03,0.05,0.01,0.03,0.19,0.03,0.05,0.03,0.11,0.16,0.08,0.06,0.02,0.08,0.03,0.04,0.37,0.09,0.511344844415,0.00991150243698,51.5910526851
425,0.03,0.13,0.02,0.01,0.04,0.01,0.09,0.02,0.11,0.07,0.01,0.21,0.05,0.13,0.03,0.05,0.03,0.1,0.07,0.01,0.15,0.18,0.01,0.07,0.18,0.01,0.04,0.14,0.456479199006,0.00877017898233,52.0490174632
426,0.04,0.03,0.03,0.07,0.01,0.11,0.01,0.25,0.03,0.01,0.04,0.01,0.06,0.01,0.02,0.06,0.01,0.16,0.01,0.06,0.03,0.1,0.36,0.08,0.11,0.13,0.03,0.13,0.48300033186,0.0105731371795,45.6818372505
427,0.03,0.06,0.01,0.05,0.14,0.05,0.05,0.24,0.15,0.01,0.26,0.01,0.08,0.05,0.08,0.08,0.02,0.01,0.04,0.01,0.26,0.02,0.07,0.05,0.02,0.04,0.07,0.04,0.529793150679,0.0103254886437,51.3092570201
428,0.01,0.04,0.09,0.05,0.06,0.03,0.07,0.17,0.2,0.04,0.04,0.01,0.05,0.06,0.15,0.03,0.02,0.03,0.05,0.05,0.04,0.15,0.02,0.2,0.06,0.11,0.14,0.03,0.381484420923,0.00995082759362,38.3369541211
429,0.07,0.04,0.09,0.02,0.15,0.09,0.02,0.22,0.19,0.28,0.07,0.05,0.12,0.02,0.02,0.01,0.01,0.01,0.05,0.03,0.01,0.03,0.01,0.19,0.02,0.05,0.05,0.08,0.318803174199,0.00985000026878,32.365803604
430,0.03,0.23,0.07,0.05,0.06,0.11,0.02,0.04,0.08,0.01,0.14,0.03,0.15,0.1,0.04,0.07,0.1,0.02,0.11,0.13,0.01,0.09,0.06,0.05,0.03,0.07,0.07,0.03,0.373368859811,0.0105854712848,35.2718220818
431,0.05,0.02,0.04,0.09,0.13,0.13,0.09,0.07,0.07,0.08,0.03,0.12,0.09,0.11,0.03,0.03,0.04,0.12,0.05,0.02,0.02,0.13,0.06,0.07,0.04,0.07,0.16,0.04,0.438997466717,0.0099284535044,44.2160973532
432,0.01,0.1,0.02,0.07,0.38,0.01,0.04,0.08,0.06,0.17,0.02,0.08,0.15,0.28,0.04,0.02,0.04,0.03,0.02,0.03,0.03,0.05,0.02,0.08,0.03,0.04,0.01,0.09,0.406756747965,0.00891996480696,45.6007121965
433,0.02,0.05,0.05,0.07,0.03,0.04,0.06,0.11,0.23,0.04,0.02,0.01,0.17,0.03,0.14,0.04,0.18,0.04,0.03,0.01,0.02,0.02,0.07,0.07,0.2,0.04,0.09,0.12,0.446748893683,0.00940475685098,47.502439538
434,0.02,0.09,0.2,0.12,0.06,0.04,0.08,0.01,0.19,0.08,0.2,0.09,0.17,0.05,0.15,0.04,0.01,0.05,0.07,0.03,0.01,0.06,0.03,0.02,0.03,0.02,0.02,0.06,0.357443237557,0.0101907874552,35.0751341961
435,0.03,0.1,0.04,0.02,0.02,0.04,0.28,0.06,0.38,0.07,0.02,0.07,0.08,0.02,0.06,0.06,0.12,0.1,0.04,0.01,0.04,0.02,0.01,0.01,0.21,0.02,0.06,0.01,0.509959795521,0.0107565108076,47.4094066971
436,0.05,0.04,0.2,0.26,0.08,0.1,0.01,0.09,0.1,0.09,0.07,0.03,0.07,0.07,0.04,0.05,0.14,0.12,0.02,0.12,0.02,0.01,0.04,0.02,0.09,0.03,0.03,0.01,0.397979463172,0.0109872761718,36.2218494327
437,0.13,0.04,0.17,0.04,0.02,0.03,0.06,0.02,0.01,0.06,0.18,0.04,0.2,0.02,0.11,0.07,0.06,0.1,0.04,0.11,0.09,0.02,0.04,0.03,0.06,0.03,0.12,0.1,0.433456853884,0.0112856795587,38.407687515
438,0.03,0.01,0.06,0.06,0.08,0.02,0.05,0.08,0.11,0.1,0.07,0.32,0.04,0.11,0.01,0.01,0.1,0.05,0.05,0.02,0.12,0.09,0.09,0.01,0.05,0.02,0.16,0.08,0.51379633784,0.00887340608808,57.9029442291
439,0.01,0.09,0.1,0.03,0.02,0.02,0.01,0.04,0.01,0.1,0.24,0.03,0.09,0.11,0.09,0.13,0.1,0.03,0.14,0.12,0.02,0.02,0.07,0.08,0.03,0.06,0.09,0.12,0.389311807945,0.00946242157198,41.1429362964
440,0.05,0.03,0.07,0.03,0.04,0.21,0.02,0.01,0.01,0.03,0.02,0.03,0.06,0.05,0.2,0.29,0.03,0.02,0.07,0.01,0.07,0.19,0.04,0.01,0.06,0.25,0.07,0.03,0.361034222801,0.0113028469532,31.9418836951
441,0.01,0.16,0.06,0.06,0.07,0.04,0.07,0.11,0.23,0.02,0.02,0.06,0.09,0.04,0.13,0.01,0.01,0.01,0.06,0.03,0.09,0.08,0.11,0.04,0.09,0.09,0.02,0.19,0.438750755528,0.00858935581544,51.080752149
442,0.04,0.01,0.01,0.15,0.17,0.07,0.02,0.01,0.05,0.03,0.03,0.01,0.13,0.01,0.06,0.08,0.11,0.04,0.12,0.05,0.17,0.21,0.07,0.03,0.04,0.09,0.16,0.03,0.483380886148,0.0101615995955,47.5693695274
443,0.01,0.01,0.05,0.13,0.01,0.1,0.05,0.07,0.03,0.11,0.05,0.04,0.11,0.02,0.11,0.07,0.02,0.08,0.03,0.04,0.06,0.03,0.04,0.09,0.24,0.01,0.36,0.03,0.555342221331,0.010071200541,55.1416108805
444,0.03,0.2,0.04,0.01,0.02,0.06,0.12,0.04,0.14,0.03,0.03,0.03,0.28,0.03,0.04,0.01,0.12,0.21,0.01,0.01,0.07,0.01,0.06,0.03,0.05,0.19,0.05,0.08,0.446260295118,0.0110533281312,40.3733870761
445,0.01,0.09,0.04,0.14,0.04,0.05,0.03,0.02,0.2,0.02,0.04,0.07,0.19,0.1,0.06,0.18,0.02,0.01,0.01,0.04,0.03,0.14,0.05,0.04,0.06,0.07,0.12,0.13,0.415213262388,0.00878457626557,47.2661685476
446,0.01,0.06,0.03,0.01,0.03,0.01,0.06,0.02,0.03,0.08,0.21,0.09,0.05,0.01,0.02,0.01,0.23,0.06,0.09,0.3,0.03,0.12,0.09,0.01,0.17,0.06,0.07,0.04,0.448143893896,0.0107759660288,41.5873521408
447,0.14,0.04,0.06,0.09,0.08,0.13,0.01,0.02,0.03,0.03,0.05,0.02,0.11,0.01,0.04,0.04,0.11,0.05,0.27,0.02,0.08,0.19,0.04,0.01,0.05,0.02,0.23,0.03,0.43875754609,0.0115918909415,37.8503859554
448,0.08,0.11,0.01,0.04,0.16,0.05,0.11,0.04,0.19,0.15,0.03,0.01,0.09,0.04,0.03,0.04,0.05,0.08,0.12,0.06,0.06,0.11,0.11,0.02,0.08,0.07,0.01,0.05,0.449680411744,0.0104017115964,43.2313862556
449,0.05,0.28,0.14,0.05,0.01,0.38,0.13,0.05,0.02,0.02,0.04,0.09,0.02,0.06,0.04,0.13,0.03,0.07,0.03,0.01,0.06,0.02,0.07,0.07,0.02,0.05,0.03,0.03,0.374362854121,0.0110751168585,33.8021583792
450,0.05,0.03,0.04,0.15,0.05,0.25,0.04,0.19,0.12,0.07,0.14,0.03,0.14,0.08,0.06,0.06,0.03,0.09,0.06,0.03,0.07,0.02,0.03,0.01,0.02,0.02,0.09,0.03,0.42858943436,0.0105131778812,40.7668774563
451,0.01,0.02,0.03,0.11,0.05,0.05,0.15,0.03,0.04,0.16,0.08,0.1,0.01,0.05,0.03,0.06,0.07,0.04,0.08,0.01,0.06,0.04,0.02,0.15,0.04,0.28,0.17,0.06,0.445423440862,0.00980755613575,45.4163539516
452,0.06,0.06,0.04,0.04,0.18,0.23,0.02,0.04,0.03,0.1,0.09,0.34,0.04,0.01,0.03,0.02,0.1,0.11,0.01,0.04,0.02,0.01,0.05,0.04,0.15,0.11,0.02,0.01,0.379004874163,0.0104235593348,36.3604083776
453,0.2,0.2,0.01,0.02,0.04,0.09,0.05,0.09,0.08,0.13,0.21,0.01,0.06,0.01,0.01,0.01,0.09,0.08,0.02,0.05,0.04,0.17,0.06,0.15,0.03,0.03,0.01,0.05,0.33634554581,0.0125586864409,26.7819048906
454,0.16,0.01,0.06,0.04,0.02,0.06,0.02,0.15,0.04,0.02,0.13,0.08,0.12,0.01,0.01,0.04,0.19,0.01,0.07,0.01,0.06,0.22,0.15,0.01,0.05,0.13,0.09,0.04,0.416058849327,0.0122521599375,33.9580001771
455,0.03,0.05,0.1,0.04,0.13,0.16,0.11,0.01,0.01,0.03,0.15,0.09,0.01,0.01,0.01,0.01,0.12,0.12,0.08,0.14,0.06,0.04,0.16,0.21,0.02,0.06,0.02,0.02,0.393611075696,0.0104115402508,37.8052685977
456,0.05,0.1,0.11,0.03,0.15,0.14,0.04,0.01,0.04,0.04,0.04,0.03,0.04,0.05,0.01,0.12,0.08,0.26,0.13,0.05,0.01,0.01,0.15,0.12,0.07,0.05,0.02,0.05,0.396504401246,0.0108734464228,36.4653841873
457,0.02,0.1,0.01,0.03,0.13,0.02,0.01,0.15,0.05,0.02,0.08,0.04,0.03,0.06,0.04,0.06,0.09,0.13,0.13,0.11,0.07,0.19,0.14,0.13,0.03,0.01,0.07,0.05,0.413607675702,0.00998307401198,41.4308934508
458,0.04,0.01,0.05,0.13,0.04,0.01,0.2,0.14,0.05,0.12,0.08,0.04,0.02,0.06,0.09,0.06,0.09,0.03,0.02,0.03,0.02,0.03,0.18,0.22,0.04,0.02,0.16,0.02,0.488890611514,0.00997755699855,48.9990296808
459,0.03,0.14,0.01,0.03,0.16,0.01,0.13,0.01,0.08,0.07,0.03,0.02,0.03,0.06,0.17,0.04,0.09,0.01,0.01,0.08,0.02,0.23,0.05,0.13,0.22,0.04,0.09,0.01,0.420966122948,0.010225895938,41.1666738544
460,0.1,0.01,0.07,0.01,0.05,0.07,0.2,0.13,0.04,0.06,0.07,0.05,0.09,0.02,0.15,0.02,0.15,0.06,0.1,0.11,0.02,0.01,0.11,0.11,0.06,0.09,0.03,0.01,0.417959000279,0.0113650882855,36.7756932264
461,0.07,0.01,0.1,0.03,0.01,0.15,0.01,0.01,0.11,0.02,0.09,0.01,0.08,0.26,0.07,0.04,0.03,0.1,0.14,0.05,0.07,0.07,0.01,0.33,0.01,0.04,0.05,0.03,0.330426147591,0.0106851403093,30.9238941208
462,0.06,0.12,0.03,0.08,0.08,0.09,0.05,0.05,0.02,0.03,0.06,0.06,0.08,0.07,0.13,0.03,0.02,0.08,0.18,0.01,0.05,0.02,0.13,0.08,0.06,0.04,0.19,0.1,0.480476223764,0.00965109556796,49.7846301885
463,0.05,0.18,0.02,0.14,0.07,0.05,0.08,0.07,0.09,0.13,0.04,0.24,0.01,0.03,0.01,0.02,0.08,0.09,0.12,0.13,0.06,0.02,0.01,0.07,0.01,0.09,0.02,0.07,0.387526537967,0.0096686359603,40.0807869443
464,0.02,0.16,0.07,0.02,0.02,0.07,0.03,0.08,0.02,0.01,0.26,0.16,0.05,0.03,0.08,0.03,0.14,0.08,0.03,0.01,0.06,0.12,0.04,0.07,0.02,0.01,0.17,0.14,0.406023376601,0.00958238256463,42.3718604285
465,0.01,0.04,0.01,0.08,0.09,0.02,0.01,0.11,0.13,0.01,0.23,0.05,0.03,0.05,0.19,0.04,0.02,0.15,0.07,0.11,0.01,0.07,0.03,0.07,0.25,0.05,0.05,0.02,0.419235003556,0.0108210263956,38.742628308
466,0.03,0.02,0.07,0.07,0.02,0.1,0.04,0.04,0.03,0.03,0.01,0.01,0.12,0.02,0.02,0.09,0.06,0.04,0.11,0.02,0.04,0.12,0.11,0.19,0.12,0.1,0.2,0.17,0.418902060226,0.00897784657321,46.6595254006
467,0.06,0.05,0.07,0.01,0.09,0.05,0.06,0.03,0.16,0.06,0.1,0.03,0.25,0.09,0.03,0.19,0.06,0.02,0.05,0.04,0.28,0.02,0.01,0.02,0.02,0.04,0.05,0.06,0.509051311937,0.0101588430314,50.1091817605
468,0.01,0.07,0.07,0.03,0.04,0.02,0.12,0.11,0.1,0.15,0.08,0.08,0.07,0.14,0.11,0.22,0.05,0.04,0.03,0.04,0.03,0.05,0.03,0.04,0.12,0.08,0.04,0.03,0.427207757485,0.00985918144958,43.3309559896
469,0.01,0.09,0.05,0.08,0.02,0.02,0.09,0.03,0.08,0.03,0.06,0.03,0.07,0.08,0.1,0.01,0.07,0.09,0.02,0.27,0.15,0.02,0.2,0.05,0.13,0.03,0.05,0.07,0.562799662474,0.00981041624335,57.3675620396
470,0.03,0.01,0.07,0.1,0.02,0.03,0.06,0.05,0.06,0.06,0.04,0.08,0.02,0.04,0.09,0.09,0.04,0.06,0.16,0.01,0.22,0.18,0.03,0.08,0.03,0.19,0.12,0.03,0.468845417655,0.0102468214579,45.7552051221
471,0.22,0.02,0.06,0.04,0.07,0.09,0.01,0.16,0.03,0.01,0.02,0.04,0.19,0.02,0.06,0.01,0.03,0.11,0.28,0.04,0.04,0.01,0.02,0.05,0.06,0.05,0.23,0.03,0.432652909234,0.0127316618897,33.9824378767
472,0.04,0.09,0.07,0.04,0.1,0.05,0.11,0.02,0.15,0.09,0.01,0.02,0.01,0.01,0.07,0.09,0.07,0.06,0.03,0.08,0.06,0.1,0.1,0.08,0.12,0.14,0.09,0.1,0.454836768314,0.00975300887049,46.6355331318
473,0.01,0.03,0.08,0.03,0.2,0.21,0.07,0.01,0.04,0.03,0.02,0.06,0.06,0.01,0.18,0.06,0.07,0.15,0.1,0.04,0.04,0.11,0.06,0.05,0.04,0.16,0.03,0.05,0.363351580302,0.0102730302256,35.3694647364
474,0.04,0.02,0.12,0.12,0.02,0.03,0.2,0.1,0.04,0.04,0.11,0.03,0.06,0.04,0.03,0.04,0.05,0.08,0.07,0.14,0.01,0.09,0.19,0.1,0.09,0.12,0.01,0.01,0.44178194419,0.0111456840815,39.6370416529
475,0.16,0.02,0.03,0.09,0.02,0.06,0.04,0.06,0.04,0.14,0.01,0.05,0.07,0.03,0.01,0.04,0.16,0.07,0.22,0.1,0.09,0.1,0.04,0.01,0.08,0.11,0.11,0.04,0.44604765125,0.0115350611826,38.6688587247
476,0.08,0.16,0.02,0.02,0.01,0.03,0.1,0.09,0.05,0.08,0.01,0.02,0.06,0.06,0.08,0.11,0.02,0.02,0.22,0.11,0.05,0.02,0.11,0.04,0.03,0.06,0.25,0.09,0.514358577182,0.0101078699934,50.8869403264
477,0.06,0.01,0.04,0.12,0.15,0.08,0.14,0.03,0.1,0.04,0.04,0.05,0.02,0.02,0.08,0.09,0.19,0.06,0.05,0.03,0.05,0.01,0.03,0.02,0.22,0.02,0.1,0.15,0.484544585886,0.00934431439679,51.8544823419
478,0.01,0.04,0.1,0.1,0.03,0.01,0.05,0.04,0.04,0.12,0.03,0.26,0.13,0.1,0.06,0.04,0.01,0.03,0.06,0.17,0.21,0.05,0.11,0.02,0.01,0.04,0.1,0.03,0.528407114107,0.00925471852648,57.0959681372
479,0.07,0.14,0.06,0.16,0.01,0.01,0.03,0.04,0.12,0.05,0.01,0.03,0.04,0.11,0.02,0.01,0.1,0.07,0.08,0.01,0.17,0.03,0.03,0.05,0.03,0.28,0.1,0.14,0.48692198164,0.0101797479275,47.8324203222
480,0.09,0.08,0.03,0.01,0.12,0.1,0.06,0.06,0.03,0.04,0.02,0.01,0.12,0.02,0.11,0.02,0.02,0.05,0.05,0.02,0.02,0.33,0.01,0.12,0.04,0.11,0.04,0.27,0.277441366626,0.00918744017715,30.1978963973
481,0.02,0.19,0.01,0.05,0.11,0.01,0.13,0.04,0.03,0.12,0.07,0.03,0.06,0.11,0.18,0.44,0.02,0.06,0.01,0.02,0.01,0.03,0.02,0.09,0.01,0.03,0.07,0.03,0.392337474787,0.0102021385563,38.4563954528
482,0.04,0.06,0.07,0.06,0.22,0.14,0.03,0.28,0.01,0.01,0.04,0.03,0.06,0.05,0.16,0.03,0.06,0.02,0.13,0.03,0.05,0.06,0.05,0.12,0.03,0.02,0.12,0.02,0.385287704028,0.010189045092,37.8139168636
483,0.04,0.05,0.02,0.1,0.04,0.08,0.1,0.13,0.04,0.01,0.16,0.01,0.07,0.06,0.04,0.05,0.01,0.15,0.03,0.09,0.11,0.03,0.06,0.01,0.24,0.22,0.04,0.01,0.506892373733,0.0116520124757,43.5025601622
484,0.08,0.07,0.11,0.25,0.08,0.02,0.02,0.05,0.14,0.02,0.09,0.08,0.04,0.07,0.06,0.02,0.05,0.06,0.08,0.05,0.12,0.02,0.19,0.03,0.04,0.08,0.02,0.06,0.493723370573,0.0103963976028,47.4898507577
485,0.12,0.01,0.07,0.02,0.02,0.02,0.1,0.07,0.08,0.01,0.14,0.11,0.12,0.06,0.02,0.03,0.02,0.06,0.12,0.37,0.04,0.11,0.1,0.07,0.03,0.05,0.01,0.02,0.398880645126,0.0116781054383,34.1562805056
486,0.05,0.03,0.01,0.11,0.15,0.12,0.01,0.07,0.1,0.08,0.09,0.01,0.02,0.03,0.07,0.07,0.04,0.14,0.06,0.05,0.12,0.09,0.05,0.1,0.04,0.04,0.2,0.05,0.482863987453,0.0100180431853,48.1994316175
487,0.06,0.04,0.03,0.01,0.06,0.11,0.19,0.01,0.12,0.01,0.16,0.14,0.14,0.1,0.07,0.18,0.03,0.09,0.02,0.04,0.01,0.03,0.05,0.1,0.04,0.04,0.07,0.05,0.414075361267,0.0102667785478,40.3315761938
488,0.35,0.07,0.04,0.01,0.2,0.11,0.07,0.02,0.02,0.04,0.05,0.06,0.19,0.08,0.04,0.02,0.13,0.07,0.05,0.03,0.08,0.03,0.05,0.04,0.04,0.01,0.02,0.08,0.406422309621,0.0134275726264,30.2677424229
489,0.07,0.07,0.1,0.06,0.08,0.03,0.06,0.02,0.03,0.01,0.05,0.03,0.34,0.06,0.04,0.01,0.04,0.02,0.02,0.42,0.01,0.02,0.03,0.03,0.01,0.02,0.09,0.23,0.38515564218,0.00972396955293,39.6088901845
490,0.05,0.11,0.11,0.06,0.08,0.07,0.14,0.08,0.03,0.04,0.09,0.03,0.02,0.01,0.01,0.03,0.04,0.01,0.17,0.09,0.22,0.02,0.04,0.26,0.03,0.07,0.07,0.02,0.438053826856,0.0103466923732,42.337571376
491,0.05,0.39,0.06,0.14,0.03,0.09,0.02,0.08,0.01,0.05,0.04,0.02,0.05,0.01,0.05,0.08,0.1,0.01,0.05,0.14,0.18,0.01,0.05,0.04,0.14,0.01,0.05,0.05,0.473684699772,0.0108551719884,43.6367751962
492,0.22,0.14,0.02,0.01,0.03,0.03,0.06,0.16,0.05,0.01,0.02,0.01,0.01,0.01,0.01,0.31,0.04,0.04,0.04,0.01,0.07,0.02,0.27,0.05,0.26,0.04,0.05,0.01,0.531994387673,0.013319316457,39.9415682771
493,0.09,0.04,0.16,0.02,0.03,0.13,0.07,0.07,0.09,0.1,0.03,0.07,0.1,0.06,0.16,0.06,0.01,0.03,0.25,0.1,0.01,0.06,0.06,0.03,0.03,0.03,0.1,0.01,0.380317752816,0.0111192858694,34.2034333214
494,0.17,0.03,0.06,0.03,0.03,0.05,0.05,0.02,0.19,0.12,0.11,0.08,0.05,0.13,0.15,0.01,0.09,0.05,0.05,0.06,0.02,0.17,0.03,0.12,0.04,0.03,0.02,0.04,0.35073671525,0.0112961349048,31.0492675774
495,0.15,0.08,0.05,0.07,0.03,0.07,0.03,0.04,0.05,0.06,0.17,0.02,0.02,0.07,0.09,0.02,0.11,0.07,0.15,0.01,0.05,0.01,0.07,0.11,0.02,0.04,0.13,0.21,0.416157457459,0.00997572620641,41.7170087519
496,0.06,0.03,0.1,0.19,0.03,0.01,0.08,0.17,0.02,0.02,0.05,0.01,0.04,0.27,0.03,0.11,0.09,0.01,0.16,0.02,0.01,0.07,0.09,0.04,0.06,0.04,0.16,0.03,0.483372159259,0.0106982120699,45.1825179854
497,0.19,0.03,0.28,0.17,0.1,0.01,0.02,0.06,0.11,0.1,0.08,0.01,0.08,0.15,0.01,0.08,0.06,0.01,0.04,0.07,0.04,0.01,0.04,0.05,0.07,0.06,0.01,0.06,0.381434516664,0.012094474538,31.5379155551
498,0.02,0.14,0.01,0.01,0.02,0.21,0.02,0.15,0.09,0.23,0.01,0.04,0.05,0.03,0.03,0.04,0.03,0.08,0.09,0.19,0.01,0.11,0.01,0.14,0.03,0.04,0.08,0.09,0.333290752099,0.00966684851823,34.4777050629
499,0.12,0.01,0.06,0.02,0.09,0.09,0.01,0.01,0.01,0.01,0.18,0.13,0.05,0.03,0.01,0.04,0.07,0.06,0.04,0.02,0.1,0.28,0.04,0.08,0.06,0.21,0.08,0.09,0.362996413385,0.0112540025152,32.2548722461
500,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.0357142857143,0.215247711348,0.00501794163066,42.8956187997
