,a,b,c,d,f,g,l,m,p,portfolioreturn,portfoliostandarddeviation,s,w,returnoverrisk
748,0.0135,0.035,0.03,0.0435,0.026,0.03,0.0105,0.0175,0.036,0.0243045336311,0.0019019037508,0.0185,0.0185,12.7790555231
749,0.036,0.0335,0.0275,0.039,0.0285,0.0235,0.0185,0.047,0.01,0.0398193772069,0.00204257503258,0.017,0.033,19.4946949668
750,0.016,0.042,0.0215,0.0135,0.017,0.0155,0.013,0.0295,0.01,0.0407764678672,0.00167205580442,0.01,0.0325,24.3870256959
751,0.0425,0.02,0.0175,0.0305,0.0225,0.023,0.024,0.0355,0.029,0.0191732223988,0.0019182945739,0.013,0.0185,9.99493125804
752,0.036,0.035,0.0445,0.011,0.016,0.0335,0.0135,0.039,0.0345,0.0497132600053,0.00261911058719,0.016,0.0465,18.9809701998
753,0.022,0.02,0.041,0.0115,0.0265,0.0105,0.037,0.034,0.019,0.02820061427,0.00232028493321,0.027,0.03,12.153944486
754,0.027,0.0485,0.0135,0.0165,0.043,0.023,0.0325,0.0425,0.021,0.0346078031215,0.00223864431747,0.013,0.029,15.4592682953
755,0.019,0.013,0.034,0.031,0.033,0.0495,0.015,0.028,0.015,0.0211697703108,0.00189601221157,0.0305,0.0145,11.1654187571
756,0.037,0.0375,0.0235,0.0455,0.0245,0.015,0.0165,0.017,0.0345,0.0419162246037,0.00219971150916,0.016,0.036,19.0553281325
757,0.045,0.029,0.0125,0.0455,0.044,0.0305,0.031,0.012,0.0345,0.0241473293287,0.00217939134071,0.019,0.013,11.0798500837
758,0.039,0.0265,0.021,0.0155,0.0425,0.0335,0.0135,0.044,0.025,0.0254641638286,0.00257473953769,0.048,0.0285,9.88999603878
759,0.0185,0.0485,0.046,0.0195,0.0495,0.0145,0.0475,0.0425,0.018,0.0339415518775,0.00262688809694,0.0235,0.0235,12.9208213768
760,0.0385,0.034,0.036,0.012,0.0385,0.011,0.02,0.032,0.046,0.0160336693266,0.00256282209532,0.034,0.017,6.25625530384
761,0.0265,0.0105,0.0285,0.0405,0.022,0.024,0.0235,0.0255,0.013,0.0216005392108,0.00196396328019,0.0365,0.02,10.9984435191
762,0.0485,0.044,0.031,0.0295,0.033,0.024,0.037,0.0285,0.045,0.0318513690915,0.00274222812684,0.021,0.022,11.6151420007
763,0.0115,0.0345,0.022,0.0155,0.0265,0.045,0.016,0.0425,0.0235,0.0308565917964,0.00220232330793,0.026,0.032,14.0109273172
764,0.014,0.034,0.0485,0.034,0.012,0.047,0.0485,0.015,0.0425,0.0436008660892,0.00286480665243,0.012,0.034,15.2194794899
765,0.01,0.022,0.0475,0.041,0.0285,0.0135,0.0415,0.0125,0.0215,0.038089575088,0.00241565205946,0.0255,0.0345,15.7678234077
766,0.0175,0.011,0.034,0.04,0.0225,0.0115,0.0445,0.039,0.0365,0.0139640423532,0.00270002303905,0.0355,0.0305,5.17182340713
767,0.0335,0.022,0.0365,0.026,0.0465,0.017,0.043,0.012,0.046,0.0286049915605,0.00315535596602,0.0465,0.0325,9.06553551122
768,0.0265,0.03,0.012,0.017,0.027,0.0385,0.0215,0.0435,0.0445,0.0244322781104,0.00294277982584,0.0455,0.039,8.3024485542
769,0.017,0.024,0.0175,0.018,0.0385,0.0355,0.017,0.0225,0.0225,0.0356900018795,0.00197624509306,0.014,0.0355,18.0595018324
770,0.046,0.031,0.0465,0.0265,0.0225,0.022,0.013,0.0115,0.0475,0.0365754071491,0.00231372427254,0.01,0.025,15.8080232736
771,0.0295,0.024,0.032,0.0165,0.025,0.0305,0.0495,0.015,0.0115,0.0371359888038,0.00245070052106,0.032,0.0235,15.1532137381
772,0.017,0.044,0.0285,0.0195,0.028,0.0135,0.019,0.025,0.0345,0.0245561722797,0.00241144415292,0.041,0.0235,10.1831809996
773,0.023,0.0105,0.017,0.0165,0.0305,0.0325,0.012,0.0195,0.0145,0.0419303457988,0.00255026548446,0.048,0.0495,16.4415611058
774,0.037,0.027,0.0305,0.017,0.015,0.0285,0.021,0.0495,0.0135,0.029431643106,0.00215514836289,0.03,0.0255,13.6564348018
775,0.0435,0.0345,0.032,0.03,0.037,0.0355,0.042,0.015,0.03,0.0313860421001,0.00256542869371,0.0295,0.0135,12.2342289915
776,0.04,0.0305,0.0215,0.0425,0.0215,0.028,0.035,0.047,0.0435,0.0240737805506,0.00259798559648,0.0155,0.029,9.26632564215
777,0.0235,0.0195,0.0405,0.035,0.0265,0.014,0.0305,0.0415,0.0305,0.0111484883456,0.00211545759505,0.021,0.0145,5.27001267794
778,0.045,0.0205,0.0295,0.0165,0.047,0.0325,0.018,0.025,0.033,0.0237920958838,0.00256180952809,0.044,0.021,9.28722280986
779,0.041,0.0205,0.0195,0.024,0.0195,0.0165,0.024,0.0115,0.0465,0.0326611756069,0.00263609508335,0.03,0.0385,12.3899838868
780,0.0265,0.016,0.039,0.036,0.0325,0.0205,0.035,0.0225,0.0365,0.0291928541992,0.00239701368385,0.014,0.0315,12.178843365
781,0.016,0.027,0.0455,0.0275,0.0305,0.046,0.0125,0.017,0.0355,0.0446160089682,0.00274311781957,0.039,0.0425,16.2647074981
782,0.029,0.025,0.0465,0.028,0.012,0.025,0.015,0.0405,0.044,0.0272385283681,0.00271028084898,0.036,0.0345,10.0500759463
783,0.028,0.0245,0.0455,0.027,0.019,0.0195,0.0405,0.02,0.046,0.0240308239777,0.00286187581118,0.0365,0.025,8.3968786779
784,0.0175,0.044,0.032,0.01,0.033,0.0395,0.0205,0.0415,0.0155,0.0319594245576,0.00221411813428,0.0305,0.0215,14.4343809225
785,0.0215,0.0475,0.027,0.0495,0.0195,0.0445,0.0135,0.031,0.046,0.0176636424714,0.002496197174,0.036,0.0105,7.07622084321
786,0.0145,0.024,0.0415,0.035,0.0285,0.013,0.046,0.019,0.0475,0.0187525608246,0.0030695195662,0.047,0.0275,6.10928206195
787,0.044,0.0205,0.0335,0.012,0.018,0.0175,0.048,0.037,0.0125,0.0244528342858,0.0021381666071,0.0125,0.0135,11.436355897
788,0.047,0.047,0.0445,0.031,0.0245,0.017,0.042,0.0185,0.02,0.052773530137,0.00247084675788,0.014,0.028,21.358479626
789,0.0195,0.0375,0.0105,0.044,0.0125,0.0155,0.023,0.0225,0.0455,0.021578647035,0.00226652827574,0.023,0.0275,9.52057261582
790,0.011,0.0425,0.027,0.017,0.017,0.031,0.0405,0.01,0.0375,0.0227601663865,0.00243145706728,0.0295,0.013,9.36071078236
791,0.043,0.018,0.011,0.0495,0.025,0.025,0.035,0.037,0.024,0.0192401374442,0.00245123959747,0.041,0.0225,7.84914598478
792,0.035,0.024,0.044,0.0205,0.03,0.0475,0.0265,0.026,0.041,0.0397738202858,0.00262609789665,0.014,0.034,15.1455969469
793,0.039,0.048,0.012,0.0475,0.011,0.034,0.0445,0.0255,0.0435,0.0311764155057,0.0030052742913,0.041,0.025,10.3739001781
794,0.03,0.0345,0.0485,0.015,0.0165,0.0285,0.0435,0.0165,0.0255,0.0330419053411,0.00246695696825,0.0275,0.015,13.3937907172
795,0.027,0.0165,0.0375,0.018,0.047,0.016,0.032,0.029,0.021,0.0383013390311,0.0025708483989,0.029,0.0425,14.8983265787
796,0.0195,0.0405,0.0165,0.031,0.0245,0.0305,0.0105,0.0265,0.0335,0.0366635027055,0.00256929300133,0.043,0.0395,14.2698799578
797,0.011,0.016,0.0355,0.0155,0.0315,0.026,0.0445,0.0325,0.015,0.0340637985988,0.00233691374813,0.012,0.036,14.5764038686
798,0.0295,0.0385,0.027,0.0165,0.0375,0.0255,0.014,0.0165,0.019,0.0277096191707,0.0017432442929,0.022,0.0105,15.8954308834
799,0.042,0.04,0.032,0.0365,0.025,0.0245,0.0465,0.0335,0.0175,0.0362863845466,0.00257583208168,0.0305,0.021,14.0872476916
800,0.0305,0.0455,0.021,0.0185,0.0275,0.044,0.0475,0.0405,0.011,0.0346555668187,0.0023353205669,0.012,0.0155,14.8397471893
801,0.028,0.016,0.0345,0.031,0.0165,0.039,0.029,0.0155,0.022,0.0415035795929,0.00239571194099,0.0305,0.036,17.3241110013
802,0.01,0.0225,0.045,0.0325,0.029,0.04,0.0265,0.034,0.017,0.0458825534109,0.00281486668622,0.043,0.048,16.3000804392
803,0.0275,0.043,0.0395,0.026,0.029,0.016,0.022,0.0155,0.0495,0.0433879345969,0.00268570262288,0.017,0.0405,16.1551521852
804,0.0335,0.043,0.0135,0.044,0.017,0.0175,0.0365,0.026,0.01,0.0486308121535,0.00216391528653,0.015,0.036,22.4735286341
805,0.033,0.01,0.048,0.0305,0.033,0.0225,0.019,0.0405,0.029,0.0239960424888,0.00222044416867,0.021,0.028,10.8068659539
806,0.014,0.0485,0.011,0.0445,0.0425,0.04,0.037,0.0175,0.016,0.0567902433087,0.0027005691478,0.0305,0.0475,21.0289906314
807,0.0285,0.028,0.0125,0.04,0.0445,0.02,0.014,0.0295,0.038,0.0272084794892,0.00265088944645,0.044,0.0385,10.2639057715
808,0.026,0.012,0.023,0.033,0.0495,0.024,0.0385,0.0435,0.018,0.0104242167433,0.0019759952252,0.0115,0.013,5.27542607914
809,0.0455,0.0435,0.028,0.048,0.013,0.0185,0.0415,0.0305,0.014,0.0411824193548,0.00215026567591,0.01,0.0205,19.1522470066
810,0.018,0.0325,0.028,0.0155,0.0455,0.0365,0.031,0.035,0.0385,0.0214553037782,0.00247413902631,0.022,0.023,8.67182625956
811,0.0185,0.0365,0.04,0.0125,0.0265,0.0475,0.03,0.038,0.0145,0.051638437052,0.00260034119044,0.023,0.0425,19.8583313766
812,0.0335,0.045,0.0175,0.0295,0.0385,0.044,0.039,0.0355,0.014,0.0355276745471,0.00232711964666,0.0215,0.018,15.2668018587
813,0.028,0.0345,0.0235,0.039,0.024,0.0175,0.017,0.0175,0.036,0.0379231722021,0.00229565226869,0.0235,0.037,16.5195629666
814,0.0265,0.0455,0.041,0.023,0.0305,0.023,0.0385,0.0335,0.0355,0.033316453639,0.00275348406882,0.03,0.0265,12.0997444715
815,0.036,0.026,0.0375,0.011,0.049,0.017,0.0295,0.048,0.0235,0.0321996413467,0.00258816880866,0.0285,0.0355,12.4410901016
816,0.011,0.047,0.0465,0.012,0.0145,0.0185,0.013,0.025,0.018,0.0282768999639,0.00213687482688,0.0425,0.0145,13.2328293676
817,0.043,0.0205,0.0345,0.0265,0.035,0.023,0.047,0.028,0.0145,0.0511361942445,0.00275423389011,0.021,0.045,18.5663949704
818,0.0395,0.042,0.0315,0.0165,0.016,0.0235,0.048,0.021,0.047,0.0313170974716,0.00310904503045,0.0385,0.0255,10.0728992873
819,0.028,0.0205,0.019,0.03,0.0335,0.044,0.0305,0.0205,0.0205,0.0259337206865,0.00220088168304,0.033,0.019,11.78333251
820,0.017,0.0465,0.015,0.046,0.0235,0.018,0.047,0.019,0.0375,0.021669394874,0.00258923850077,0.0325,0.0175,8.36902234674
821,0.0255,0.027,0.03,0.01,0.0285,0.0175,0.0115,0.037,0.0425,0.0187949408725,0.00238665363361,0.031,0.0285,7.87501822964
822,0.0325,0.0305,0.0355,0.0175,0.026,0.011,0.016,0.024,0.0345,0.024105316506,0.00197043338899,0.016,0.0195,12.2335099683
823,0.0205,0.011,0.039,0.025,0.017,0.0185,0.045,0.0155,0.031,0.0273620408569,0.00246593303083,0.0245,0.03,11.0960194437
824,0.0375,0.031,0.025,0.0495,0.0325,0.0215,0.029,0.037,0.0375,0.0335948976112,0.00251475784168,0.0175,0.036,13.3590984605
825,0.0325,0.0115,0.012,0.0455,0.019,0.013,0.0325,0.0245,0.039,0.0289595343709,0.00253246213851,0.0225,0.044,11.435327672
826,0.0295,0.0105,0.0345,0.045,0.013,0.0335,0.0295,0.026,0.0475,0.0298612692424,0.00294293079839,0.0375,0.042,10.1467792782
827,0.0245,0.011,0.044,0.022,0.0205,0.0455,0.029,0.014,0.0175,0.0432944089779,0.00259679420888,0.042,0.037,16.6722525912
828,0.0405,0.011,0.034,0.0435,0.0125,0.016,0.0365,0.0415,0.024,0.0308273643232,0.00231492828158,0.014,0.035,13.316768631
829,0.023,0.016,0.0255,0.038,0.033,0.017,0.0135,0.0105,0.0225,0.0223771198205,0.00197980965089,0.0395,0.0215,11.3026622587
830,0.0285,0.04,0.0145,0.0245,0.02,0.0185,0.0385,0.0415,0.0285,0.019651780932,0.00267848826061,0.0465,0.022,7.33689268722
831,0.02,0.041,0.018,0.02,0.0295,0.0395,0.033,0.042,0.013,0.0465538677816,0.00253463253516,0.0255,0.0425,18.3671073167
832,0.025,0.0345,0.0335,0.0255,0.0395,0.0135,0.0115,0.035,0.0315,0.0284624732125,0.00220157036168,0.0255,0.03,12.9282596222
833,0.044,0.0115,0.0415,0.0455,0.0315,0.046,0.046,0.016,0.015,0.0548230155736,0.00267722777478,0.0155,0.0405,20.4775313068
834,0.03,0.0145,0.045,0.0435,0.035,0.037,0.029,0.041,0.045,0.0257023997395,0.00305227628738,0.0415,0.0365,8.42073171614
835,0.0265,0.0235,0.0145,0.028,0.027,0.043,0.022,0.02,0.045,0.0216038403741,0.00259410554192,0.0385,0.0265,8.3280498904
836,0.0255,0.018,0.023,0.0265,0.0475,0.0205,0.0135,0.0415,0.028,0.0231768605029,0.00254138485707,0.045,0.037,9.11977595144
837,0.013,0.0425,0.0465,0.0415,0.0145,0.0165,0.023,0.032,0.016,0.0224443726028,0.00215836766025,0.042,0.01,10.3987717274
838,0.0385,0.0405,0.044,0.0285,0.0375,0.034,0.039,0.04,0.0305,0.0402599856611,0.00282705016418,0.0255,0.03,14.2409873624
839,0.0265,0.0255,0.023,0.0435,0.02,0.0285,0.0365,0.016,0.047,0.0362003418936,0.00266003929663,0.014,0.04,13.6089500405
840,0.027,0.049,0.0135,0.0145,0.0375,0.0185,0.04,0.0275,0.039,0.0257240529057,0.00276753194027,0.037,0.0245,9.29494345898
841,0.0125,0.0115,0.0315,0.035,0.016,0.0305,0.0405,0.0285,0.0365,0.0115702203837,0.00272052101499,0.0475,0.0225,4.25294284437
842,0.01,0.0445,0.0485,0.0235,0.023,0.031,0.012,0.025,0.0485,0.0151274562122,0.00263502933013,0.0435,0.0105,5.7409061976
843,0.0435,0.039,0.0325,0.0125,0.0275,0.021,0.023,0.025,0.0265,0.0329478538467,0.00237632102544,0.0355,0.0205,13.8650685215
844,0.048,0.041,0.0465,0.0305,0.013,0.0415,0.0145,0.0455,0.0405,0.0457519531122,0.0026272679465,0.0115,0.036,17.4142698971
845,0.012,0.0205,0.047,0.015,0.042,0.0315,0.0275,0.013,0.013,0.0421309813457,0.00257540565299,0.046,0.036,16.3589690412
846,0.038,0.0345,0.027,0.037,0.013,0.0225,0.016,0.021,0.0455,0.0294473451884,0.00236281707349,0.024,0.0265,12.4628120894
847,0.022,0.041,0.01,0.0435,0.034,0.028,0.0315,0.0475,0.0285,0.0313989813127,0.00262846887261,0.033,0.038,11.9457307027
848,0.044,0.0385,0.0125,0.0495,0.0165,0.019,0.0105,0.031,0.037,0.0408997671364,0.0024721859101,0.028,0.0425,16.5439690314
849,0.033,0.0205,0.0215,0.042,0.0485,0.0415,0.0335,0.0205,0.0355,0.0244824856725,0.00227062921858,0.012,0.0195,10.7822472609
850,0.0245,0.029,0.0105,0.024,0.043,0.0175,0.0225,0.013,0.0205,0.0432979230208,0.00206289680865,0.013,0.0415,20.9888942768
851,0.0365,0.033,0.034,0.0125,0.0415,0.037,0.0265,0.0295,0.0195,0.0255895744799,0.00238293366893,0.04,0.0115,10.7386851819
852,0.011,0.022,0.038,0.038,0.0225,0.013,0.0425,0.0215,0.0405,0.0101928404487,0.00242889233502,0.0285,0.0145,4.19649743289
853,0.0395,0.047,0.011,0.048,0.026,0.039,0.0385,0.037,0.013,0.055909468524,0.00283513362642,0.035,0.0455,19.7202234149
854,0.0295,0.01,0.0355,0.013,0.042,0.044,0.047,0.0395,0.017,0.0184282655934,0.00227517666367,0.011,0.0125,8.09970754694
855,0.046,0.033,0.036,0.0105,0.0385,0.013,0.037,0.0195,0.0495,0.0429595115627,0.00301015744151,0.019,0.043,14.2715164896
856,0.044,0.0295,0.0265,0.0225,0.015,0.0145,0.033,0.0315,0.0125,0.0373666083829,0.0024274993064,0.04,0.03,15.3930459565
857,0.012,0.038,0.0235,0.044,0.0185,0.036,0.049,0.0485,0.0385,0.0306122449696,0.00309836948293,0.034,0.0405,9.88011440801
858,0.022,0.031,0.029,0.022,0.0315,0.014,0.0315,0.0485,0.024,0.0246153924845,0.00221368176176,0.0175,0.029,11.1196617824
859,0.012,0.0365,0.0495,0.01,0.022,0.0465,0.034,0.0415,0.028,0.0324692029023,0.00244062257183,0.0135,0.024,13.3036559102
860,0.0135,0.0305,0.011,0.0295,0.016,0.014,0.042,0.0415,0.0225,0.0233785190167,0.00223415824113,0.019,0.0315,10.4641285412
861,0.028,0.0315,0.043,0.0305,0.0465,0.014,0.0205,0.0235,0.0175,0.0266125480266,0.00186091301693,0.02,0.013,14.3008016949
862,0.0385,0.02,0.014,0.0485,0.026,0.045,0.0215,0.029,0.0205,0.0300051960751,0.00205598435688,0.025,0.024,14.594078002
863,0.032,0.0195,0.0435,0.035,0.038,0.029,0.0335,0.026,0.028,0.0460777427284,0.00289384025933,0.034,0.0465,15.9226973845
864,0.0105,0.016,0.0385,0.021,0.0175,0.025,0.043,0.021,0.035,0.0195476441197,0.00228712120286,0.0145,0.022,8.546833502
865,0.039,0.0195,0.0205,0.016,0.018,0.0115,0.043,0.049,0.0185,0.0269583514499,0.00233074977538,0.017,0.0325,11.5663859478
866,0.0225,0.0185,0.0445,0.0245,0.047,0.039,0.0335,0.0475,0.039,0.0081336124536,0.00287397042191,0.0455,0.015,2.83009608992
867,0.012,0.028,0.021,0.0245,0.047,0.015,0.033,0.015,0.0425,0.00677532681982,0.00255673358015,0.0445,0.013,2.64999328534
868,0.03,0.0145,0.033,0.0335,0.0215,0.0435,0.017,0.021,0.0185,0.0221062002592,0.00214044363128,0.0435,0.0135,10.3278591111
869,0.014,0.0305,0.01,0.036,0.0185,0.0205,0.0135,0.0415,0.0435,1.18471986899e-05,0.00195908536733,0.0225,0.0115,0.00604731110112
870,0.0435,0.0385,0.036,0.0345,0.048,0.0475,0.012,0.0255,0.027,0.0458045379897,0.00220116594803,0.01,0.0265,20.8092161478
871,0.042,0.046,0.012,0.0495,0.047,0.014,0.0255,0.015,0.0245,0.0507952025435,0.00246657030803,0.027,0.041,20.593454149
872,0.013,0.0325,0.0335,0.0125,0.032,0.0405,0.027,0.0245,0.021,0.0501920032177,0.00239350273382,0.012,0.0445,20.9701048211
873,0.032,0.036,0.016,0.0245,0.029,0.0295,0.013,0.041,0.017,0.04605401487,0.00275367223523,0.0485,0.049,16.7245811904
874,0.0265,0.0335,0.041,0.0145,0.0295,0.0315,0.03,0.0115,0.0355,0.0268683233576,0.00214413133129,0.0125,0.0115,12.5310996419
875,0.049,0.0345,0.03,0.015,0.0105,0.045,0.0455,0.021,0.0355,0.0423749324538,0.00294026644214,0.032,0.029,14.4119362268
876,0.0205,0.0355,0.0355,0.0365,0.045,0.0135,0.0135,0.0385,0.0185,0.0421963853724,0.00232909546677,0.0265,0.043,18.1170698988
877,0.0325,0.0135,0.0305,0.035,0.0375,0.014,0.0105,0.01,0.0495,0.0127088692125,0.00198496626278,0.011,0.0155,6.40256182223
878,0.0115,0.025,0.0175,0.0425,0.014,0.0275,0.0155,0.018,0.029,0.0295015519064,0.00176089104525,0.0105,0.0305,16.7537633779
879,0.0345,0.027,0.0455,0.0115,0.0455,0.0185,0.0145,0.025,0.0205,0.048120599343,0.00224365385096,0.013,0.0405,21.4474257348
880,0.0245,0.011,0.0215,0.0285,0.0155,0.033,0.036,0.0265,0.0305,0.0256876123525,0.00244025723185,0.0295,0.033,10.5266002359
881,0.0155,0.039,0.0465,0.0105,0.023,0.043,0.023,0.046,0.0145,0.040402675938,0.0025576755723,0.037,0.0325,15.7966383132
882,0.0485,0.0415,0.039,0.01,0.0355,0.0295,0.048,0.027,0.0375,0.0540247810966,0.00349005859324,0.041,0.047,15.4796200847
883,0.0465,0.0185,0.016,0.024,0.016,0.0285,0.019,0.0185,0.0135,0.0499940391555,0.0023901077631,0.0345,0.0455,20.9170648819
884,0.0485,0.029,0.0295,0.0205,0.0305,0.0285,0.0495,0.021,0.0205,0.0283421054136,0.00249881479225,0.0295,0.011,11.3422193199
885,0.037,0.049,0.028,0.024,0.01,0.041,0.0365,0.0495,0.0235,0.0451124902854,0.00311848254338,0.049,0.0385,14.4661673291
886,0.013,0.01,0.0485,0.045,0.039,0.0135,0.017,0.0495,0.033,0.027730463287,0.00262349110576,0.029,0.048,10.5700618638
887,0.0375,0.02,0.031,0.0165,0.01,0.0305,0.0235,0.0335,0.023,0.0293751071837,0.00248836071168,0.0445,0.0285,11.8050036097
888,0.0315,0.0315,0.0235,0.0275,0.0405,0.044,0.012,0.0115,0.029,0.0265815259109,0.00179555838871,0.014,0.01,14.8040442895
889,0.036,0.0135,0.035,0.025,0.044,0.02,0.0125,0.0235,0.0185,0.0414582702797,0.00201432312826,0.0105,0.039,20.5817377054
890,0.034,0.013,0.0155,0.0125,0.047,0.0175,0.048,0.041,0.011,0.0320464729259,0.0024292024528,0.0145,0.0375,13.1921787289
891,0.039,0.0125,0.0235,0.044,0.0335,0.0405,0.044,0.0215,0.0445,0.010463346299,0.00280378064106,0.0385,0.0115,3.73187051289
892,0.047,0.0195,0.0125,0.036,0.025,0.03,0.023,0.0255,0.011,0.0265672728955,0.0022447914046,0.0485,0.019,11.835074226
893,0.0215,0.0205,0.0245,0.039,0.02,0.0385,0.0215,0.0135,0.016,0.0518751402418,0.00212042495865,0.011,0.0455,24.4645018113
894,0.047,0.0155,0.032,0.015,0.01,0.03,0.048,0.012,0.0415,0.0339336871421,0.00316808645368,0.047,0.0335,10.711098841
895,0.032,0.033,0.023,0.039,0.033,0.02,0.039,0.0425,0.0475,0.0116601680724,0.00259463739776,0.0195,0.017,4.49394897434
896,0.0385,0.0235,0.018,0.025,0.025,0.0235,0.0405,0.021,0.0455,0.0344183648592,0.00293215194095,0.029,0.0415,11.7382610289
897,0.0345,0.0355,0.022,0.046,0.0465,0.0405,0.0425,0.0255,0.0275,0.0365535675937,0.00274209943177,0.033,0.0275,13.3305040548
898,0.0155,0.04,0.02,0.0355,0.0325,0.046,0.017,0.024,0.0185,0.0349508844731,0.00234944591726,0.045,0.026,14.8762243116
899,0.0245,0.0415,0.0185,0.047,0.0285,0.0145,0.0485,0.0235,0.0275,0.0251963948632,0.002242619836,0.012,0.016,11.2352501564
900,0.0145,0.0135,0.0395,0.043,0.048,0.016,0.0495,0.0415,0.0365,0.0217072671721,0.00321576758353,0.047,0.0405,6.75025996383
901,0.019,0.012,0.036,0.045,0.019,0.0405,0.0275,0.0395,0.031,0.0221411760096,0.00262293710715,0.0425,0.031,8.44136748428
902,0.034,0.0325,0.0115,0.0265,0.0435,0.0495,0.0115,0.0145,0.0125,0.0380304722152,0.00185659258263,0.026,0.0205,20.4840160253
903,0.032,0.0345,0.0475,0.031,0.0185,0.045,0.0375,0.023,0.015,0.0597593338303,0.00308552000845,0.0475,0.045,19.3676701712
904,0.014,0.0395,0.0375,0.019,0.0105,0.0385,0.013,0.0315,0.044,0.0159775533122,0.00208016629878,0.014,0.01,7.68090191707
905,0.039,0.048,0.0115,0.0155,0.016,0.032,0.0115,0.024,0.0215,0.059073067826,0.00244529046141,0.025,0.0495,24.1578940245
906,0.0345,0.0175,0.044,0.013,0.024,0.039,0.018,0.045,0.0445,0.00927725655771,0.00241877603624,0.0255,0.012,3.83551697996
907,0.045,0.024,0.038,0.0295,0.039,0.044,0.037,0.0295,0.048,0.021873156258,0.00319163564353,0.048,0.02,6.85327484116
908,0.032,0.0315,0.0115,0.017,0.0205,0.0385,0.039,0.0385,0.0365,0.0338486999735,0.00309514702631,0.045,0.042,10.9360556012
909,0.0325,0.017,0.046,0.04,0.0335,0.041,0.0335,0.024,0.0285,0.0226784617231,0.00220263808449,0.0155,0.0105,10.2960454025
910,0.0205,0.019,0.014,0.0355,0.032,0.016,0.011,0.0165,0.0265,0.0396739602409,0.00200877975861,0.0105,0.0465,19.7502787804
911,0.043,0.022,0.044,0.016,0.034,0.0265,0.0215,0.0445,0.0355,0.0379791919827,0.00314242659055,0.048,0.0455,12.0859440589
912,0.034,0.027,0.0265,0.0405,0.045,0.0445,0.048,0.0475,0.035,0.014093229644,0.00268277846979,0.0195,0.0115,5.25322153978
913,0.0195,0.034,0.0125,0.032,0.026,0.0135,0.028,0.038,0.012,0.0273884333982,0.00179790545325,0.015,0.026,15.2335226242
914,0.0415,0.0115,0.0345,0.01,0.036,0.049,0.0125,0.0145,0.0445,0.0425133846159,0.00274670100864,0.026,0.044,15.4779804872
915,0.03,0.0255,0.013,0.0485,0.01,0.046,0.0345,0.043,0.043,0.0175354643784,0.00275547959482,0.037,0.0255,6.36385201741
916,0.0355,0.01,0.0365,0.0115,0.038,0.016,0.0395,0.017,0.0175,0.03008983529,0.00239913965082,0.0345,0.027,12.5419273862
917,0.0205,0.0405,0.0475,0.0385,0.0425,0.0385,0.035,0.012,0.0175,0.0491628927814,0.00234247754493,0.0175,0.0265,20.9875620314
918,0.0275,0.0225,0.0315,0.0125,0.027,0.0325,0.0165,0.0275,0.017,0.029894496947,0.00192721649737,0.025,0.023,15.5117481548
919,0.0495,0.042,0.0105,0.0175,0.034,0.0155,0.045,0.0365,0.01,0.0460972664378,0.00256727422089,0.0255,0.036,17.9557236476
920,0.0395,0.016,0.046,0.022,0.0135,0.0245,0.0135,0.023,0.043,0.036745200704,0.00248283154769,0.0195,0.0385,14.7997155659
921,0.039,0.0275,0.029,0.032,0.0155,0.0135,0.0325,0.0265,0.0225,0.0463848377464,0.00272780514925,0.0375,0.046,17.0044542071
922,0.015,0.0255,0.0485,0.0465,0.0355,0.041,0.0475,0.0265,0.027,0.022342930983,0.00246532982867,0.0195,0.011,9.06285671116
923,0.0355,0.0185,0.0355,0.0115,0.0315,0.0115,0.0455,0.0175,0.043,0.0313088871754,0.00292938010898,0.03,0.037,10.6878882257
924,0.0285,0.0365,0.011,0.039,0.0215,0.035,0.0345,0.029,0.0295,0.0282749899366,0.00274820481014,0.0495,0.0275,10.2885308374
925,0.0235,0.048,0.0455,0.047,0.0465,0.028,0.0475,0.046,0.0125,0.0558676652304,0.00318188142168,0.0375,0.047,17.5580600992
926,0.0205,0.027,0.014,0.031,0.0175,0.014,0.0275,0.039,0.0405,0.0108809428767,0.00227026114547,0.027,0.0235,4.79281553067
927,0.036,0.0135,0.0385,0.0435,0.048,0.0375,0.0315,0.0435,0.0395,0.0065171446989,0.00287525534037,0.049,0.012,2.26663163003
928,0.014,0.032,0.0445,0.035,0.026,0.0425,0.0265,0.011,0.021,0.0612008709671,0.00254492537731,0.017,0.0495,24.048198628
929,0.046,0.0415,0.0355,0.0285,0.0155,0.042,0.014,0.042,0.0495,0.0251455256367,0.00251118367559,0.017,0.017,10.0134155383
930,0.021,0.0435,0.0155,0.0335,0.0115,0.028,0.0415,0.0145,0.019,0.0548620457783,0.00242381939654,0.0125,0.044,22.6345435871
931,0.0485,0.0405,0.036,0.043,0.0225,0.015,0.0265,0.0455,0.0215,0.0360682027925,0.00243209012135,0.03,0.0265,14.8301259382
932,0.0235,0.0135,0.013,0.0275,0.011,0.013,0.049,0.045,0.026,0.020970683585,0.00293714263535,0.0485,0.041,7.13982471691
933,0.0265,0.034,0.0155,0.041,0.043,0.0335,0.017,0.0375,0.0215,0.0316211365462,0.00246992318281,0.044,0.0325,12.8024777314
934,0.0195,0.0165,0.018,0.0445,0.0475,0.0375,0.0175,0.0165,0.01,0.0261233018245,0.00164105564335,0.0215,0.018,15.9185960149
